Date,Voucher_Number,Reference,Category,Category_Type,Voucher_Type,Ledger_Name,Ledger_Parent,Amount,State_Name
09-05-2026,P/089/SC/26-27,P/089/OM/WTP/26-27,WTP,OM,Service,MANI'S FACILITY MANAGEMENT PVT LTD.(SWARNAMANI-T5),Calcutta Debtors,50000.0,West Bengal
11-05-2026,P/090/SC/26-27,P/090/AMC/HTG/26-27,HTG,AMC,Service,GRAPHITE INDIA LIMITED.,Calcutta Debtors,83600.0,West Bengal
12-05-2026,P/091/SC/26-27,P/091/OM/WTP/26-27,WTP,OM,Service,JINDAL (INDIA) LIMITED,Calcutta Debtors,115000.0,West Bengal
12-05-2026,P/092/SC/26-27,P/092/OM/WTP/26-27,WTP,OM,Service,JINDAL (INDIA) LIMITED,Calcutta Debtors,115000.0,West Bengal
13-05-2026,P/093/SC/26-27,P/093/COM/MM/26-27,MM,COM,Service,MILLTEC MACHINERY PVT. LTD.,MILLTEC DEBTORS,4995.0,Karnataka
13-05-2026,P/094/SC/26-27,P/094/COM/MM/26-27,MM,COM,Service,MILLTEC MACHINERY PVT. LTD.,MILLTEC DEBTORS,24900.0,Karnataka
13-05-2026,P/095/SC/26-27,P/095/COM/MM/26-27,MM,COM,Service,MILLTEC MACHINERY PVT. LTD.,MILLTEC DEBTORS,5700.0,Karnataka
13-05-2026,P/096/SC/26-27,P/096/COM/MM/26-27,MM,COM,Service,MILLTEC MACHINERY PVT. LTD.,MILLTEC DEBTORS,94200.0,Karnataka
13-05-2026,P/097/SC/26-27,P/0973COM/MM/26-27,MM,Sales,Service,MILLTEC MACHINERY PVT. LTD.,MILLTEC DEBTORS,17250.0,Karnataka
13-05-2026,P/098/SC/26-27,P/098/COM/MM/26-27,MM,COM,Service,MILLTEC MACHINERY PVT. LTD.,MILLTEC DEBTORS,15650.0,Karnataka
13-05-2026,P/099/SC/26-27,P/099/COM/MM/26-27,MM,COM,Service,MILLTEC MACHINERY PVT. LTD.,MILLTEC DEBTORS,110040.0,Karnataka
13-05-2026,P/100/SC/26-27,P/100/COM/MM/26-27,MM,COM,Service,MILLTEC MACHINERY PVT. LTD.,MILLTEC DEBTORS,399478.0,Karnataka
13-05-2026,P/101/SC/26-27,P/101/COM/MM/26-27,MM,COM,Service,MILLTEC MACHINERY PVT. LTD.,MILLTEC DEBTORS,275300.0,Karnataka
13-05-2026,P/102/SC/26-27,P/102/COM/MM/26-27,MM,COM,Service,MILLTEC MACHINERY PVT. LTD.,MILLTEC DEBTORS,97155.0,Karnataka
13-05-2026,P/103/SC/26-27,P/103/COM/MM/26-27,MM,COM,Service,MILLTEC MACHINERY PVT. LTD.,MILLTEC DEBTORS,430285.0,Karnataka
13-05-2026,P/104/SC/26-27,P/104/COM/MM/26-27,MM,COM,Service,MILLTEC MACHINERY PVT. LTD.,MILLTEC DEBTORS,2322.0,Karnataka
14-05-2026,P/105/SC/26-27,P/105/SC/KEU/26-27,KEU,SC,Service,HALDER VENTURE LIMITED (UNIT - SURI),Burdwan Debtors,5000.0,West Bengal
14-05-2026,P/106/SC/26-27,P/106/AMC/HTG/26-27,HTG,AMC,Service,EMAMI LIMITED,Calcutta Debtors,40000.0,West Bengal
14-05-2026,P/107/SC/26-27,P/107/AMC/BLK/26-27,BLK,AMC,Service,,,0.0,
14-05-2026,P/108/SC/26-27,P/108/AMC/BLK/26-27,BLK,AMC,Service,,,0.0,
14-05-2026,P/109/SC/26-27,P/109/AMC/BLK/26-27,BLK,AMC,Service,SAS CARD BOARD PVT. LTD.,Burdwan Debtors,27300.0,West Bengal
14-05-2026,P/110/SC/26-27,P/110/AMC/KEU/26-27,KEU,AMC,Service,SAS CARD BOARD PVT. LTD.,Burdwan Debtors,17225.0,West Bengal
14-05-2026,P/111/SC/26-27,P/111/COM/HTG/26-27,HTG,COM,Service,THERMAX LIMITED (HEATING DIVISION),Calcutta Debtors,34100.0,Maharashtra
14-05-2026,P/112/SC/26-27,P/112/COM/ENV/26-27,ENV,COM,Service,THERMAX LTD. (ENVIRO DIVISION),Calcutta Debtors,3000.0,Maharashtra
20-05-2026,P/113/SC/26-27,P/113/OM/WTP/26-27,WTP,OM,Service,HIMADRI SPECIALITY CHEMICAL LTD.,Calcutta Debtors,58000.0,West Bengal
25-05-2026,P/114/SC/26-27,P/114/SC/FEM/26-27,FEM,SC,Service,NAMO NARAYAN FOOD PRODUCTS,ORISSA DEBTORS,4237.28,Odisha
25-05-2026,P/115/SC/26-27,P/115/SC/HTG/26-27,HTG,SC,Service,SHREE SHYAMJI FOOD PRODUCTS (SUNDARGARH),ORISSA DEBTORS,6000.0,Odisha
25-05-2026,P/116/SC/26-27,P/116/AMC/WTP/26-27,WTP,AMC,Service,Ecoline Exim Pvt. Ltd.,Calcutta Debtors,45000.0,West Bengal
25-05-2026,P/117/SC/26-27,P/117/AMC/WTP/26-27,WTP,AMC,Service,Ecoline Exim Pvt. Ltd.,Calcutta Debtors,75000.0,West Bengal
26-05-2026,P/118/SC/26-27,P/118/AMC/FEM/26-27,FEM,AMC,Service,JAI LAXMI AGRO FOODS PVT. LTD.,ORISSA DEBTORS,20000.0,Odisha
26-05-2026,P/119/SC/26-27,P/119/AMC/HTG/26-27,HTG,AMC,Service,DURGA AGRO INDUSTRY,ORISSA DEBTORS,23000.0,Odisha
26-05-2026,P/120/SC/26-27,P/120/AMC/KEU/26-27,KEU,AMC,Service,BHAGAWATI CERIALS PVT LTD,MILLTEC DEBTORS,15000.0,West Bengal
26-05-2026,P/121/SC/26-27,P/121/AMC/BLK/26-27,BLK,AMC,Service,RAMKRISHNA RICE MILL (P) LTD,Burdwan Debtors,33500.0,West Bengal
26-05-2026,P/122/SC/26-27,P/122/SC/KEU/26-27,KEU,SC,Service,DREAM WORLD PACKAGING PVT LTD,Burdwan Debtors,7000.0,West Bengal
28-05-2026,P/123/SC/26-27,P/123/AMC/BLK/26-27,BLK,AMC,Service,SRIYANSH SOLVENT SOLUTIONS PVT. LTD.,ORISSA DEBTORS,30000.0,Odisha
28-05-2026,P/124/SC/26-27,P/124/AMC/BLK/26-27,BLK,AMC,Service,SHIV SHANKAR RICE MILL,ORISSA DEBTORS,20000.0,Odisha
28-05-2026,P/125/SC/26-27,P/125/SC/HTG/26-27,HTG,SC,Service,JINDAL (INDIA) LIMITED,Calcutta Debtors,83000.0,West Bengal
30-05-2026,P/126/SC/26-27,P/126/OM/WTP/26-27,WTP,OM,Service,GRASIM INDUSTRIES LTD.,Calcutta Debtors,36000.0,West Bengal
30-05-2026,P/127/SC/26-27,P/127/OM/WTP/26-27,WTP,OM,Service,GRASIM INDUSTRIES LTD.,Calcutta Debtors,15833.0,West Bengal
